Date,Close/Last,Volume,Open,High,Low
05/21/2021,$131.46,8673957,$132.14,$132.6897,$130.49
05/20/2021,$132.64,9208354,$131.529,$133.28,$131.46
05/19/2021,$130.66,8112930,$127.185,$130.83,$126.45
05/18/2021,$128.91,8651133,$130.64,$131.24,$128.79
05/17/2021,$129.8,5913245,$129.29,$129.83,$127.71
05/14/2021,$130.15,9391122,$128.63,$131.42,$127.81
05/13/2021,$127.11,10635090,$127.12,$128.48,$125.87
05/12/2021,$124.62,13529630,$126.029,$127.13,$123.68
05/11/2021,$128.37,11947960,$125.25,$128.56,$124.77
05/10/2021,$128.94,19537230,$136.02,$136.68,$128.82
05/07/2021,$137.85,6893704,$136.937,$138.69,$136.29
05/06/2021,$136,8352536,$134.49,$136.54,$133.095
05/05/2021,$134.65,6285459,$136.08,$136.45,$134.11
05/04/2021,$134.12,11996280,$136,$136,$132.42
05/03/2021,$137.43,7920307,$139.7,$139.76,$136.87
04/30/2021,$138.8,11374600,$141.07,$142.09,$138.26
04/29/2021,$142.68,20502140,$145.01,$145.2965,$140.67
04/28/2021,$136.57,13118140,$138.17,$138.2731,$135.75
04/27/2021,$138.01,9284499,$138.71,$139.38,$136.98
04/26/2021,$138.96,9715383,$135.33,$139.69,$135.12
04/23/2021,$135.43,7669057,$133.74,$136.1064,$133.535
04/22/2021,$132.97,8345144,$135.37,$135.96,$132.47
04/21/2021,$136.19,7237924,$132.82,$136.365,$132.5
04/20/2021,$133.4,7473703,$134.55,$134.78,$132.79
04/19/2021,$135.25,8728948,$136.9,$137.05,$134.085
04/16/2021,$138.21,6583895,$137.62,$139.005,$136.65
04/15/2021,$137.84,11733240,$136,$137.99,$135.57
04/14/2021,$134.75,9967790,$137.08,$137.84,$133.91
04/13/2021,$137.3,9225208,$138.38,$138.77,$135.75
04/12/2021,$137.44,10355530,$138.86,$139.89,$136.05
04/09/2021,$140.57,6033171,$139.904,$140.68,$138.88
04/08/2021,$140.34,7304948,$140,$140.37,$138.81
04/07/2021,$139.43,6958516,$138.33,$139.95,$137.4
04/06/2021,$138.06,9099981,$139.85,$140.23,$137.635
04/05/2021,$140.33,12562770,$139.04,$140.5,$138.23
04/01/2021,$137.79,14069560,$134.5,$138.4321,$133.6
03/31/2021,$132.59,8361293,$130.96,$133.52,$130.57
03/30/2021,$130.11,7097298,$130.17,$131.24,$129.065
03/29/2021,$131.27,9750057,$132.54,$133.34,$129.77
03/26/2021,$132.99,11071560,$127.06,$133.35,$127.04
03/25/2021,$127.28,10460760,$126.66,$127.6384,$124.39
03/24/2021,$127.18,10962260,$132.99,$133.06,$127.11
03/23/2021,$132.52,7425650,$134,$134.355,$131.4119
03/22/2021,$134.09,9036884,$132.96,$135.55,$132.595
03/19/2021,$131.02,17599880,$129.79,$132.48,$129.17
03/18/2021,$129.75,9587535,$132.44,$133.6,$129.66
03/17/2021,$133.92,10781520,$131.31,$135.6,$129.68
03/16/2021,$133.65,10434700,$132.89,$135.44,$132.293
03/15/2021,$131.64,7810042,$130.06,$131.76,$129.12
03/12/2021,$129.98,9365665,$129.9,$130.33,$127.62
03/11/2021,$131.74,11920180,$131.01,$133.24,$130.01
03/10/2021,$127.87,12492300,$130.67,$131.1,$127.64
03/09/2021,$129.11,13130250,$127.385,$129.92,$126.33
03/08/2021,$123.2,15256060,$129,$129.7713,$122.99
03/05/2021,$129.75,13292040,$130.92,$131.166,$125.4
03/04/2021,$127.8,15831070,$132.35,$134.2,$126.58
03/03/2021,$131.66,14862730,$135.6,$136.1801,$131.54
03/02/2021,$137.04,8693234,$140,$140.1,$136.77
03/01/2021,$139.49,9428359,$137.5,$139.63,$136.46
02/26/2021,$136.19,11772560,$136.76,$138.15,$134.7
02/25/2021,$135.53,12701090,$139.56,$140.83,$135.02
02/24/2021,$141.1,13146250,$136.4,$141.18,$135.0924
02/23/2021,$137.12,14425300,$136.38,$138.48,$134.44
02/22/2021,$139.46,12763910,$142.25,$144.12,$139.08
02/19/2021,$144.94,10012500,$144.78,$145.85,$143.49
02/18/2021,$143.91,8411408,$143.54,$144.7,$142.96
02/17/2021,$144.75,11950270,$145.825,$146.89,$143.4204
02/16/2021,$147.16,10211880,$149,$149.74,$146.06
02/12/2021,$147.98,9155244,$145.57,$151.4,$144.865
02/11/2021,$145.56,11600210,$145.78,$146.57,$143.53
02/10/2021,$145.5,11701310,$147.62,$147.75,$144.37
02/09/2021,$146.11,11681310,$147.55,$148.5,$145.9
02/08/2021,$147.38,12181640,$147.1,$147.6,$145.3
02/05/2021,$145.84,24695400,$148.85,$148.9,$144.62
02/04/2021,$147.97,46141760,$150.18,$151.78,$145.2
02/03/2021,$162.3,14156670,$167.577,$167.58,$161.8
02/02/2021,$164.78,6926487,$164.51,$165.38,$161.3
02/01/2021,$161.58,8265129,$157.37,$162.4,$156.49
01/29/2021,$156.28,9502087,$160.247,$160.635,$154.75
01/28/2021,$155.55,8087365,$156.28,$158.97,$153.11
01/27/2021,$153.67,9854009,$158.49,$160.73,$152.69
01/26/2021,$162.55,6554240,$164.2,$164.65,$160.91
01/25/2021,$164.4,5370818,$164.32,$167.045,$161.73
01/22/2021,$162.42,5062340,$164,$164.2744,$161.52
01/21/2021,$164.75,6306238,$165.805,$166.49,$163.34
01/20/2021,$164.6,7943314,$164.72,$167.94,$164.44
01/19/2021,$163.77,8208973,$158.94,$164.1,$158.45
01/15/2021,$157.09,8607363,$160.77,$160.86,$156.88
01/14/2021,$160.85,10102400,$159.397,$163.18,$158.5
01/13/2021,$157.42,5479883,$155.19,$157.9281,$153.65
01/12/2021,$154.45,4385653,$156.64,$156.87,$153.96
01/11/2021,$156.11,5148685,$156.1,$158.13,$154.92
01/08/2021,$156.64,6252391,$157.23,$157.53,$154.54
01/07/2021,$155.7,8482308,$152.33,$156.42,$152.26
01/06/2021,$151.19,7174615,$151.53,$153.87,$149.47
01/05/2021,$152.43,8507227,$148.65,$152.7,$148.5
01/04/2021,$148.5,9826976,$153.01,$155.15,$147.1388
12/31/2020,$152.34,4941702,$150.322,$152.56,$150.1
12/30/2020,$149.95,3965615,$149.12,$151.61,$148.9227
12/29/2020,$148.49,3543794,$148.97,$148.99,$147.03
12/28/2020,$147.74,4576625,$150.62,$151.07,$147.44
12/24/2020,$148.79,2120165,$147.8,$148.9,$147.2
12/23/2020,$146.96,5186736,$147.63,$151.54,$146.87
12/22/2020,$146.34,5753843,$146.611,$147.03,$144.72
12/21/2020,$146.8,7024570,$145.005,$147.36,$144.41
12/18/2020,$147.42,13288320,$150.7947,$150.7947,$146.1238
12/17/2020,$149.53,7039049,$150.865,$151.23,$148.38
12/16/2020,$149.74,6610887,$149.14,$150.44,$146.71
12/15/2020,$148.36,6619794,$149.37,$149.915,$147.1
12/14/2020,$146.29,12258490,$144.9,$147.75,$143.33
12/11/2020,$144.28,25923150,$149.24,$150.27,$141.8901
12/10/2020,$155.75,7522238,$154.42,$157.85,$152.73
12/09/2020,$156.02,7947152,$158.6,$161.07,$155.55
12/08/2020,$158.8,6088312,$157.46,$159.29,$155.874
12/07/2020,$158.02,7009334,$158.55,$158.97,$156.71
12/04/2020,$157.62,12759950,$150.3,$158.09,$150
12/03/2020,$149.91,6355269,$151.04,$152.7739,$149.64
12/02/2020,$149.98,7800326,$150.51,$151.49,$149.62
12/01/2020,$151.26,11910500,$148.79,$152.39,$147.7943
11/30/2020,$147.17,8712502,$144.63,$147.29,$144.05
11/27/2020,$143.83,3878048,$145.49,$146.43,$143.7
11/25/2020,$144.08,6398910,$145.95,$147.49,$144.04
11/24/2020,$145.93,10807320,$143.39,$146.33,$141.11
11/23/2020,$143.82,11654920,$142.35,$147,$141.8801
11/20/2020,$146.03,5555858,$148.28,$149.1,$145.94
11/19/2020,$147.53,7743707,$146.561,$149.3,$145.46
11/18/2020,$147.05,12124510,$149.24,$153.33,$146.91
11/17/2020,$148.74,7438646,$149.02,$149.85,$147.1836
11/16/2020,$149.07,7598487,$145.2,$149.25,$144.55
11/13/2020,$144.26,5902150,$145.538,$146.25,$143.23
11/12/2020,$143.91,8585640,$147.57,$148.51,$143.07
11/11/2020,$147.69,10222700,$144.5,$148.09,$144
11/10/2020,$140.11,12019880,$140.148,$143.17,$138.53
11/09/2020,$142.61,10666300,$149.41,$149.41,$142.44
11/06/2020,$145.01,7278458,$146.01,$146.232,$143.96
11/05/2020,$145.41,27910880,$145.819,$148.8,$141.83
11/04/2020,$128.97,12608900,$129.325,$129.57,$126.07
11/03/2020,$125.45,5832837,$125.44,$126.92,$124.69
11/02/2020,$123.97,5860276,$124.5,$126.17,$122.41
10/30/2020,$123.36,7814462,$123.68,$125.245,$121.6
10/29/2020,$126.44,7053259,$122.06,$127.69,$121.89
10/28/2020,$121.58,8234821,$123.5,$123.82,$121.05
10/27/2020,$125.91,5825518,$126.51,$126.96,$125.19
10/26/2020,$126.2,6065923,$127.53,$128.67,$124.4
10/23/2020,$128.88,3943056,$128.59,$129.1,$127.1
10/22/2020,$128.38,3897002,$129.51,$129.59,$126.86
10/21/2020,$128.55,4343992,$128.04,$130.42,$126.37
10/20/2020,$128.3,4413343,$129.18,$129.33,$127.51
10/19/2020,$128.42,5765840,$130.127,$131.96,$127.7
